BI Reference,Year,Quarter,Data Subject Type,Data Type,Decision Taken,Incident Category,Incident Type,No. Data Subjects Affected,Sector,Time Taken to Report
BI1959,2024,Qtr 1,Service users,Health data,No Further Action,Non Cyber,Failure to redact,10 to 99,Legal,24 hours to 72 hours
BI1959,2024,Qtr 1,Service users,Criminal offence data,No Further Action,Non Cyber,Failure to redact,10 to 99,Legal,24 hours to 72 hours
BI1959,2024,Qtr 1,Service users,Identification data,No Further Action,Non Cyber,Failure to redact,10 to 99,Legal,24 hours to 72 hours
BI1960,2024,Qtr 1,Patients,Location data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Education and childcare,24 hours to 72 hours
BI1960,2024,Qtr 1,Patients,Official documents,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,Education and childcare,24 hours to 72 hours
BI1961,2024,Qtr 1,Members of the public,Health data,Investigation Pursued,Cyber,Phishing attack,10 to 99,Online technology and telecoms,72 hours to 1 week
BI1961,2024,Qtr 1,Members of the public,Official documents,Investigation Pursued,Cyber,Phishing attack,10 to 99,Online technology and telecoms,72 hours to 1 week
BI1962,2024,Qtr 1,Members of the public,Health data,No Further Action,Cyber,Malware (not ransomware),100 to 1k,General business,More than 1 week
BI1962,2024,Qtr 1,Members of the public,Criminal offence data,No Further Action,Cyber,Malware (not ransomware),100 to 1k,General business,More than 1 week
BI1963,2024,Qtr 1,Children,Data revealing racial or ethnic origin,Ongoing,Non Cyber,Not Provided,10 to 99,Land or property services,24 hours to 72 hours
BI1963,2024,Qtr 1,Children,Basic personal identifiers,Ongoing,Non Cyber,Not Provided,10 to 99,Land or property services,24 hours to 72 hours
BI1963,2024,Qtr 1,Children,Economic and financial data,Ongoing,Non Cyber,Not Provided,10 to 99,Land or property services,24 hours to 72 hours
BI1964,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Ongoing,Non Cyber,Not Provided,1k to 10k,General business,24 hours to 72 hours
BI1964,2024,Qtr 1,Customers or prospective customers,Identification data,Ongoing,Non Cyber,Not Provided,1k to 10k,General business,24 hours to 72 hours
BI1965,2024,Qtr 1,Children,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Failure to redact,10 to 99,Health,72 hours to 1 week
BI1966,2024,Qtr 1,Employees,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,1k to 10k,Local government,24 hours to 72 hours
BI1966,2024,Qtr 1,Employees,Official documents,No Further Action,Non Cyber,Not Provided,1k to 10k,Local government,24 hours to 72 hours
BI1967,2024,Qtr 1,Users,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Education and childcare,Less than 24 hours
BI1968,2024,Qtr 1,Patients,Economic and financial data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Transport and leisure,Less than 24 hours
BI1968,2024,Qtr 1,Patients,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Transport and leisure,Less than 24 hours
BI1968,2024,Qtr 1,Patients,Location data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Transport and leisure,Less than 24 hours
BI1969,2024,Qtr 1,Users,Identification data,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,Local government,More than 1 week
BI1970,2024,Qtr 1,Employees,Health data,No Further Action,Cyber,Malware (not ransomware),1 to 9,"Finance, insurance and credit",72 hours to 1 week
BI1971,2024,Qtr 1,Users,Location data,No Further Action,Non Cyber,Data left on screen in public location,10 to 99,Legal,Less than 24 hours
BI1972,2024,Qtr 1,Patients,Basic personal identifiers,Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Central government,24 hours to 72 hours
BI1972,2024,Qtr 1,Patients,Identification data,Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Central government,24 hours to 72 hours
BI1973,2024,Qtr 1,Users,Economic and financial data,Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,24 hours to 72 hours
BI1973,2024,Qtr 1,Users,Health data,Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,General business,24 hours to 72 hours
BI1974,2024,Qtr 1,Customers or prospective customers,Criminal offence data,No Further Action,Non Cyber,Data left on screen in public location,10k to 100k,Health,24 hours to 72 hours
BI1974,2024,Qtr 1,Customers or prospective customers,Location data,No Further Action,Non Cyber,Data left on screen in public location,10k to 100k,Health,24 hours to 72 hours
BI1974,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data left on screen in public location,10k to 100k,Health,24 hours to 72 hours
BI1974,2024,Qtr 1,Customers or prospective customers,Official documents,No Further Action,Non Cyber,Data left on screen in public location,10k to 100k,Health,24 hours to 72 hours
BI1975,2024,Qtr 1,Subscribers,Economic and financial data,No Further Action,Cyber,Other cyber attack,1 to 9,Health,Less than 24 hours
BI1975,2024,Qtr 1,Subscribers,Health data,No Further Action,Cyber,Other cyber attack,1 to 9,Health,Less than 24 hours
BI1976,2024,Qtr 1,Children,Criminal offence data,Investigation Pursued,Non Cyber,Loss/theft of paperwork or data left in insecure location,1k to 10k,Health,Less than 24 hours
BI1977,2024,Qtr 1,Users,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,Land or property services,Less than 24 hours
BI1977,2024,Qtr 1,Users,Health data,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,Land or property services,Less than 24 hours
BI1978,2024,Qtr 1,Members of the public,Location data,No Further Action,Non Cyber,Not Provided,10 to 99,Health,Less than 24 hours
BI1978,2024,Qtr 1,Members of the public,Health data,No Further Action,Non Cyber,Not Provided,10 to 99,Health,Less than 24 hours
BI1978,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Not Provided,10 to 99,Health,Less than 24 hours
BI1979,2024,Qtr 1,Subscribers,Identification data,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,General business,Less than 24 hours
BI1980,2024,Qtr 1,Subscribers,Location data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,Less than 24 hours
BI1980,2024,Qtr 1,Subscribers,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,Less than 24 hours
BI1981,2024,Qtr 1,Subscribers,Official documents,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,24 hours to 72 hours
BI1982,2024,Qtr 1,Patients,Official documents,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI1982,2024,Qtr 1,Patients,Health data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1 to 9,Health,72 hours to 1 week
BI1983,2024,Qtr 1,Service users,Health data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Education and childcare,Less than 24 hours
BI1983,2024,Qtr 1,Service users,Location data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Education and childcare,Less than 24 hours
BI1983,2024,Qtr 1,Service users,Official documents,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Education and childcare,Less than 24 hours
BI1984,2024,Qtr 1,Service users,Location data,No Further Action,Non Cyber,Not Provided,10 to 99,Legal,Less than 24 hours
BI1985,2024,Qtr 1,Members of the public,Basic personal identifiers,No Further Action,Non Cyber,Data left on screen in public location,1 to 9,Health,24 hours to 72 hours
BI1986,2024,Qtr 1,Patients,Health data,Ongoing,Cyber,Ransomware,1 to 9,"Finance, insurance and credit",More than 1 week
BI1986,2024,Qtr 1,Patients,Identification data,Ongoing,Cyber,Ransomware,1 to 9,"Finance, insurance and credit",More than 1 week
BI1987,2024,Qtr 1,Service users,Criminal offence data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Charitable and voluntary,24 hours to 72 hours
BI1987,2024,Qtr 1,Service users,Location data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Charitable and voluntary,24 hours to 72 hours
BI1987,2024,Qtr 1,Service users,Basic personal identifiers,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,Charitable and voluntary,24 hours to 72 hours
BI1988,2024,Qtr 1,Customers or prospective customers,Health data,Ongoing,Cyber,Unauthorised access,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1988,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Ongoing,Cyber,Unauthorised access,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1988,2024,Qtr 1,Customers or prospective customers,Criminal offence data,Ongoing,Cyber,Unauthorised access,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1988,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Ongoing,Cyber,Unauthorised access,100 to 1k,"Finance, insurance and credit",72 hours to 1 week
BI1989,2024,Qtr 1,Customers or prospective customers,Official documents,No Further Action,Cyber,Brute force attack,1 to 9,Health,72 hours to 1 week
BI1989,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,No Further Action,Cyber,Brute force attack,1 to 9,Health,72 hours to 1 week
BI1990,2024,Qtr 1,Service users,Official documents,No Further Action,Cyber,Phishing attack,1k to 10k,Land or property services,72 hours to 1 week
BI1991,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,"Finance, insurance and credit",24 hours to 72 hours
BI1991,2024,Qtr 1,Patients,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,"Finance, insurance and credit",24 hours to 72 hours
BI1991,2024,Qtr 1,Patients,Identification data,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,"Finance, insurance and credit",24 hours to 72 hours
BI1992,2024,Qtr 1,Users,Health data,No Further Action,Non Cyber,Verbal disclosure of personal data,100 to 1k,General business,24 hours to 72 hours
BI1992,2024,Qtr 1,Users,Economic and financial data,No Further Action,Non Cyber,Verbal disclosure of personal data,100 to 1k,General business,24 hours to 72 hours
BI1993,2024,Qtr 1,Customers or prospective customers,Health data,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,Less than 24 hours
BI1993,2024,Qtr 1,Customers or prospective customers,Identification data,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,Less than 24 hours
BI1994,2024,Qtr 1,Members of the public,Official documents,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI1994,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI1994,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Non Cyber,Verbal disclosure of personal data,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI1995,2024,Qtr 1,Service users,Identification data,Ongoing,Cyber,Phishing attack,1 to 9,Legal,Less than 24 hours
BI1995,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,Ongoing,Cyber,Phishing attack,1 to 9,Legal,Less than 24 hours
BI1996,2024,Qtr 1,Patients,Health data,Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,"Finance, insurance and credit",24 hours to 72 hours
BI1997,2024,Qtr 1,Subscribers,Health data,Investigation Pursued,Cyber,Phishing attack,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI1998,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Loss/theft of device containing personal data,1 to 9,General business,24 hours to 72 hours
BI1999,2024,Qtr 1,Children,Basic personal identifiers,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,10 to 99,"Finance, insurance and credit",Less than 24 hours
BI2000,2024,Qtr 1,Service users,Identification data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Land or property services,Less than 24 hours
BI2001,2024,Qtr 1,Users,Official documents,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,More than 1 week
BI2001,2024,Qtr 1,Users,Criminal offence data,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,More than 1 week
BI2001,2024,Qtr 1,Users,Economic and financial data,No Further Action,Non Cyber,Not Provided,1 to 9,Education and childcare,More than 1 week
BI2002,2024,Qtr 1,Patients,Identification data,No Further Action,Non Cyber,Loss/theft of device containing personal data,1 to 9,Retail and manufacture,72 hours to 1 week
BI2002,2024,Qtr 1,Patients,Health data,No Further Action,Non Cyber,Loss/theft of device containing personal data,1 to 9,Retail and manufacture,72 hours to 1 week
BI2002,2024,Qtr 1,Patients,Economic and financial data,No Further Action,Non Cyber,Loss/theft of device containing personal data,1 to 9,Retail and manufacture,72 hours to 1 week
BI2003,2024,Qtr 1,Patients,Location data,Investigation Pursued,Non Cyber,Verbal disclosure of personal data,10 to 99,Health,More than 1 week
BI2004,2024,Qtr 1,Customers or prospective customers,Criminal offence data,No Further Action,Cyber,Phishing attack,1 to 9,Health,24 hours to 72 hours
BI2004,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,No Further Action,Cyber,Phishing attack,1 to 9,Health,24 hours to 72 hours
BI2004,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,No Further Action,Cyber,Phishing attack,1 to 9,Health,24 hours to 72 hours
BI2005,2024,Qtr 1,Subscribers,Location data,No Further Action,Cyber,Brute force attack,1 to 9,Local government,24 hours to 72 hours
BI2006,2024,Qtr 1,Users,Official documents,No Further Action,Cyber,Other cyber attack,1 to 9,General business,Less than 24 hours
BI2007,2024,Qtr 1,Employees,Basic personal identifiers,Ongoing,Cyber,Malware (not ransomware),10 to 99,Retail and manufacture,More than 1 week
BI2008,2024,Qtr 1,Children,Data revealing racial or ethnic origin,No Further Action,Cyber,Malware (not ransomware),1 to 9,Online technology and telecoms,Less than 24 hours
BI2008,2024,Qtr 1,Children,Economic and financial data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Online technology and telecoms,Less than 24 hours
BI2009,2024,Qtr 1,Employees,Criminal offence data,Ongoing,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,72 hours to 1 week
BI2009,2024,Qtr 1,Employees,Location data,Ongoing,Non Cyber,Not Provided,100 to 1k,Retail and manufacture,72 hours to 1 week
BI2010,2024,Qtr 1,Subscribers,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,10k to 100k,"Finance, insurance and credit",24 hours to 72 hours
BI2011,2024,Qtr 1,Members of the public,Basic personal identifiers,Investigation Pursued,Non Cyber,Not Provided,1 to 9,Transport and leisure,24 hours to 72 hours
BI2012,2024,Qtr 1,Users,Criminal offence data,No Further Action,Non Cyber,Not Provided,10 to 99,Land or property services,24 hours to 72 hours
BI2013,2024,Qtr 1,Subscribers,Basic personal identifiers,Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI2013,2024,Qtr 1,Subscribers,Identification data,Action Taken,Non Cyber,Verbal disclosure of personal data,1 to 9,Health,Less than 24 hours
BI2014,2024,Qtr 1,Users,Economic and financial data,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,Legal,24 hours to 72 hours
BI2014,2024,Qtr 1,Users,Basic personal identifiers,No Further Action,Non Cyber,Data posted or faxed to incorrect recipient,100 to 1k,Legal,24 hours to 72 hours
BI2015,2024,Qtr 1,Service users,Identification data,No Further Action,Cyber,Ransomware,1 to 9,Health,More than 1 week
BI2015,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,No Further Action,Cyber,Ransomware,1 to 9,Health,More than 1 week
BI2015,2024,Qtr 1,Service users,Official documents,No Further Action,Cyber,Ransomware,1 to 9,Health,More than 1 week
BI2015,2024,Qtr 1,Service users,Criminal offence data,No Further Action,Cyber,Ransomware,1 to 9,Health,More than 1 week
BI2016,2024,Qtr 1,Employees,Official documents,Investigation Pursued,Cyber,Other cyber attack,1 to 9,Education and childcare,More than 1 week
BI2016,2024,Qtr 1,Employees,Data revealing racial or ethnic origin,Investigation Pursued,Cyber,Other cyber attack,1 to 9,Education and childcare,More than 1 week
BI2017,2024,Qtr 1,Employees,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Legal,24 hours to 72 hours
BI2017,2024,Qtr 1,Employees,Location data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Legal,24 hours to 72 hours
BI2018,2024,Qtr 1,Members of the public,Official documents,No Further Action,Cyber,Ransomware,1 to 9,Education and childcare,Less than 24 hours
BI2018,2024,Qtr 1,Members of the public,Identification data,No Further Action,Cyber,Ransomware,1 to 9,Education and childcare,Less than 24 hours
BI2018,2024,Qtr 1,Members of the public,Economic and financial data,No Further Action,Cyber,Ransomware,1 to 9,Education and childcare,Less than 24 hours
BI2018,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,No Further Action,Cyber,Ransomware,1 to 9,Education and childcare,Less than 24 hours
BI2019,2024,Qtr 1,Subscribers,Location data,Ongoing,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,24 hours to 72 hours
BI2019,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,Ongoing,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,24 hours to 72 hours
BI2019,2024,Qtr 1,Subscribers,Health data,Ongoing,Non Cyber,Data emailed to incorrect recipient,10 to 99,Education and childcare,24 hours to 72 hours
BI2020,2024,Qtr 1,Members of the public,Basic personal identifiers,Investigation Pursued,Non Cyber,Data left on screen in public location,1 to 9,Health,Less than 24 hours
BI2020,2024,Qtr 1,Members of the public,Identification data,Investigation Pursued,Non Cyber,Data left on screen in public location,1 to 9,Health,Less than 24 hours
BI2021,2024,Qtr 1,Customers or prospective customers,Criminal offence data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Transport and leisure,More than 1 week
BI2021,2024,Qtr 1,Customers or prospective customers,Official documents,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Transport and leisure,More than 1 week
BI2021,2024,Qtr 1,Customers or prospective customers,Economic and financial data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Transport and leisure,More than 1 week
BI2022,2024,Qtr 1,Children,Criminal offence data,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,Health,72 hours to 1 week
BI2022,2024,Qtr 1,Children,Health data,Investigation Pursued,Non Cyber,Loss/theft of device containing personal data,10 to 99,Health,72 hours to 1 week
BI2023,2024,Qtr 1,Customers or prospective customers,Identification data,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Central government,72 hours to 1 week
BI2023,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Central government,72 hours to 1 week
BI2023,2024,Qtr 1,Customers or prospective customers,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Data emailed to incorrect recipient,1k to 10k,Central government,72 hours to 1 week
BI2024,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI2024,2024,Qtr 1,Patients,Basic personal identifiers,No Further Action,Cyber,Unauthorised access,1 to 9,Health,Less than 24 hours
BI2025,2024,Qtr 1,Patients,Criminal offence data,Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI2025,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI2026,2024,Qtr 1,Members of the public,Identification data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,General business,72 hours to 1 week
BI2026,2024,Qtr 1,Members of the public,Criminal offence data,Investigation Pursued,Non Cyber,Data posted or faxed to incorrect recipient,1 to 9,General business,72 hours to 1 week
BI2027,2024,Qtr 1,Service users,Health data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI2027,2024,Qtr 1,Service users,Identification data,Investigation Pursued,Non Cyber,Not Provided,1 to 9,"Finance, insurance and credit",24 hours to 72 hours
BI2028,2024,Qtr 1,Customers or prospective customers,Criminal offence data,No Further Action,Non Cyber,Loss/theft of paperwork or data left in insecure location,10 to 99,Charitable and voluntary,Less than 24 hours
BI2029,2024,Qtr 1,Subscribers,Identification data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Central government,More than 1 week
BI2030,2024,Qtr 1,Employees,Criminal offence data,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Central government,Less than 24 hours
BI2030,2024,Qtr 1,Employees,Official documents,No Further Action,Non Cyber,Loss/theft of device containing personal data,10 to 99,Central government,Less than 24 hours
BI2031,2024,Qtr 1,Employees,Criminal offence data,Ongoing,Cyber,Ransomware,10 to 99,"Finance, insurance and credit",24 hours to 72 hours
BI2032,2024,Qtr 1,Patients,Official documents,No Further Action,Cyber,Malware (not ransomware),1 to 9,Local government,24 hours to 72 hours
BI2032,2024,Qtr 1,Patients,Location data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Local government,24 hours to 72 hours
BI2032,2024,Qtr 1,Patients,Data revealing racial or ethnic origin,No Further Action,Cyber,Malware (not ransomware),1 to 9,Local government,24 hours to 72 hours
BI2032,2024,Qtr 1,Patients,Identification data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Local government,24 hours to 72 hours
BI2033,2024,Qtr 1,Children,Identification data,No Further Action,Cyber,Phishing attack,1k to 10k,Health,Less than 24 hours
BI2033,2024,Qtr 1,Children,Data revealing racial or ethnic origin,No Further Action,Cyber,Phishing attack,1k to 10k,Health,Less than 24 hours
BI2034,2024,Qtr 1,Patients,Location data,Ongoing,Cyber,Malware (not ransomware),1k to 10k,Health,24 hours to 72 hours
BI2035,2024,Qtr 1,Members of the public,Health data,Investigation Pursued,Cyber,Ransomware,1 to 9,Health,24 hours to 72 hours
BI2036,2024,Qtr 1,Employees,Identification data,No Further Action,Cyber,Unauthorised access,10 to 99,Education and childcare,Less than 24 hours
BI2037,2024,Qtr 1,Employees,Basic personal identifiers,No Further Action,Non Cyber,Not Provided,1k to 10k,General business,Less than 24 hours
BI2038,2024,Qtr 1,Children,Criminal offence data,No Further Action,Non Cyber,Failure to redact,1 to 9,Central government,24 hours to 72 hours
BI2038,2024,Qtr 1,Children,Health data,No Further Action,Non Cyber,Failure to redact,1 to 9,Central government,24 hours to 72 hours
BI2039,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,Investigation Pursued,Non Cyber,Failure to redact,1 to 9,Local government,24 hours to 72 hours
BI2040,2024,Qtr 1,Customers or prospective customers,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Transport and leisure,24 hours to 72 hours
BI2041,2024,Qtr 1,Children,Location data,Investigation Pursued,Cyber,Other cyber attack,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI2041,2024,Qtr 1,Children,Basic personal identifiers,Investigation Pursued,Cyber,Other cyber attack,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI2041,2024,Qtr 1,Children,Criminal offence data,Investigation Pursued,Cyber,Other cyber attack,1 to 9,"Finance, insurance and credit",Less than 24 hours
BI2042,2024,Qtr 1,Users,Criminal offence data,No Further Action,Cyber,Unauthorised access,10 to 99,Transport and leisure,24 hours to 72 hours
BI2043,2024,Qtr 1,Customers or prospective customers,Official documents,Action Taken,Non Cyber,Failure to redact,1 to 9,Legal,Less than 24 hours
BI2044,2024,Qtr 1,Service users,Health data,Investigation Pursued,Non Cyber,Not Provided,100 to 1k,"Finance, insurance and credit",More than 1 week
BI2045,2024,Qtr 1,Members of the public,Basic personal identifiers,Ongoing,Non Cyber,Data emailed to incorrect recipient,1 to 9,Local government,24 hours to 72 hours
BI2046,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,Action Taken,Non Cyber,Verbal disclosure of personal data,10k to 100k,General business,24 hours to 72 hours
BI2047,2024,Qtr 1,Service users,Basic personal identifiers,Investigation Pursued,Cyber,Unauthorised access,10 to 99,Charitable and voluntary,More than 1 week
BI2047,2024,Qtr 1,Service users,Identification data,Investigation Pursued,Cyber,Unauthorised access,10 to 99,Charitable and voluntary,More than 1 week
BI2048,2024,Qtr 1,Service users,Official documents,No Further Action,Non Cyber,Failure to redact,100 to 1k,Legal,Less than 24 hours
BI2048,2024,Qtr 1,Service users,Economic and financial data,No Further Action,Non Cyber,Failure to redact,100 to 1k,Legal,Less than 24 hours
BI2048,2024,Qtr 1,Service users,Health data,No Further Action,Non Cyber,Failure to redact,100 to 1k,Legal,Less than 24 hours
BI2048,2024,Qtr 1,Service users,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Failure to redact,100 to 1k,Legal,Less than 24 hours
BI2049,2024,Qtr 1,Children,Basic personal identifiers,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Central government,Less than 24 hours
BI2049,2024,Qtr 1,Children,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Central government,Less than 24 hours
BI2049,2024,Qtr 1,Children,Criminal offence data,No Further Action,Non Cyber,Data emailed to incorrect recipient,100 to 1k,Central government,Less than 24 hours
BI2050,2024,Qtr 1,Employees,Identification data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Charitable and voluntary,Less than 24 hours
BI2050,2024,Qtr 1,Employees,Economic and financial data,No Further Action,Non Cyber,Data emailed to incorrect recipient,1 to 9,Charitable and voluntary,Less than 24 hours
BI2051,2024,Qtr 1,Children,Official documents,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Local government,Less than 24 hours
BI2051,2024,Qtr 1,Children,Data revealing racial or ethnic origin,No Further Action,Non Cyber,Data emailed to incorrect recipient,10 to 99,Local government,Less than 24 hours
BI2052,2024,Qtr 1,Patients,Official documents,Action Taken,Non Cyber,Failure to redact,1 to 9,General business,24 hours to 72 hours
BI2052,2024,Qtr 1,Patients,Criminal offence data,Action Taken,Non Cyber,Failure to redact,1 to 9,General business,24 hours to 72 hours
BI2052,2024,Qtr 1,Patients,Location data,Action Taken,Non Cyber,Failure to redact,1 to 9,General business,24 hours to 72 hours
BI2053,2024,Qtr 1,Users,Identification data,No Further Action,Cyber,Malware (not ransomware),1 to 9,Health,72 hours to 1 week
BI2054,2024,Qtr 1,Customers or prospective customers,Criminal offence data,No Further Action,Non Cyber,Failure to redact,10k to 100k,Retail and manufacture,72 hours to 1 week
BI2054,2024,Qtr 1,Customers or prospective customers,Basic personal identifiers,No Further Action,Non Cyber,Failure to redact,10k to 100k,Retail and manufacture,72 hours to 1 week
BI2055,2024,Qtr 1,Members of the public,Data revealing racial or ethnic origin,Action Taken,Non Cyber,Loss/theft of paperwork or data left in insecure location,1 to 9,General business,24 hours to 72 hours
BI2056,2024,Qtr 1,Subscribers,Location data,No Further Action,Non Cyber,Verbal disclosure of personal data,10 to 99,Health,Less than 24 hours
BI2056,2024,Qtr 1,Subscribers,Basic personal identifiers,No Further Action,Non Cyber,Verbal disclosure of personal data,10 to 99,Health,Less than 24 hours
BI2057,2024,Qtr 1,Subscribers,Identification data,Action Taken,Cyber,Malware (not ransomware),1 to 9,Land or property services,24 hours to 72 hours
BI2057,2024,Qtr 1,Subscribers,Data revealing racial or ethnic origin,Action Taken,Cyber,Malware (not ransomware),1 to 9,Land or property services,24 hours to 72 hours
BI2057,2024,Qtr 1,Subscribers,Basic personal identifiers,Action Taken,Cyber,Malware (not ransomware),1 to 9,Land or property services,24 hours to 72 hours
